,choice0,choice1,question,ans,context,country
915,No. This sentence is false.,Yes. This sentence is true.,"In the United States, it is common for people to clean the floor with brooms.Is this sentence true?",1,broom usage,United States
916,Yes. This sentence is true.,No. This sentence is false.,"In Iran, it is common for people to share food when they go out.Is this sentence true?",1,food and drink,Iran
917,Yes. This sentence is true.,No. This sentence is false.,"In India, it is common that adults live with their parents.Is this sentence true?",0,family,India
918,No. This sentence is false.,Yes. This sentence is true.,In traditional Chinese weddings the color of the wedding dress is usually black.Is this sentence true?,0,wedding,China
919,No. This sentence is false.,Yes. This sentence is true.,At traditional Indian funerals the color of clothing is usually white.Is this sentence true?,1,funeral,India
920,Yes. This sentence is true.,No. This sentence is false.,People usually drive by sticking to the left hand side in India.Is this sentence true?,0,keep left/right,India
921,No. This sentence is false.,Yes. This sentence is true.,"In China, it is common that adults live with their parents.Is this sentence true?",1,family,China
922,No. This sentence is false.,Yes. This sentence is true.,In traditional Kenyan weddings the color of the bridal dress is usually green.Is this sentence true?,0,wedding,Kenya
923,Yes. This sentence is true.,No. This sentence is false.,The unit of measuring weight is kilogram in Iran.Is this sentence true?,0,measurement unit,Iran
924,No. This sentence is false.,Yes. This sentence is true.,The Iranian normally eat food with chopsticks.Is this sentence true?,0,food and drink,Iran
925,No. This sentence is false.,Yes. This sentence is true.,The unit of height in Kenya is meter.Is this sentence true?,1,measurement unit,Kenya
926,Yes. This sentence is true.,No. This sentence is false.,In traditional Iranian weddings the color of the wedding dress is usually green.Is this sentence true?,1,wedding,Iran
927,No. This sentence is false.,Yes. This sentence is true.,The driver's seat of a car is on the right in China.Is this sentence true?,0,driver seat,China
928,No. This sentence is false.,Yes. This sentence is true.,Kenya's most popular sport is cricket.Is this sentence true?,0,sports,Kenya
929,No. This sentence is false.,Yes. This sentence is true.,"In Iran, it is rare that people use broom to clean the floor.Is this sentence true?",1,broom usage,Iran
930,No. This sentence is false.,Yes. This sentence is true.,In traditional American weddings the color of the wedding dress is usually white.Is this sentence true?,1,wedding,United States
931,No. This sentence is false.,Yes. This sentence is true.,In traditional American weddings the color of the bridal dress is usually black.Is this sentence true?,0,wedding,United States
932,Yes. This sentence is true.,No. This sentence is false.,Chinese usually eat food with spoon.Is this sentence true?,1,food and drink,China
933,No. This sentence is false.,Yes. This sentence is true.,Kenyan people dry their wet cloths in the sun.Is this sentence true?,1,drying clothes,Kenya
934,Yes. This sentence is true.,No. This sentence is false.,badminton is Iran's most popular sport.Is this sentence true?,1,sports,Iran
935,Yes. This sentence is true.,No. This sentence is false.,At traditional Kenyan funerals the color of the clothing is usually black.Is this sentence true?,0,funeral,Kenya
936,No. This sentence is false.,Yes. This sentence is true.,The unit of measurement for height is centimeter in India.Is this sentence true?,1,measurement unit,India
937,Yes. This sentence is true.,No. This sentence is false.,The rising share price will be represented in the United States by the color green.Is this sentence true?,0,stock price,United States
938,Yes. This sentence is true.,No. This sentence is false.,At traditional Chinese weddings the color of the wedding dress is usually black.Is this sentence true?,1,wedding,China
939,Yes. This sentence is true.,No. This sentence is false.,"In Kenya, it is rare that customers will pay tips after the meal.Is this sentence true?",0,payment,Kenya
940,No. This sentence is false.,Yes. This sentence is true.,The unit of measurement for weight in India is kilogram.Is this sentence true?,1,measurement unit,India
941,No. This sentence is false.,Yes. This sentence is true.,"In China, it's common for people to drink hot water.Is this sentence true?",1,food and drink,China
942,Yes. This sentence is true.,No. This sentence is false.,"In India 30 years ago, the bicycle was the most popular means of transportation in major cities.Is this sentence true?",1,transportation,India
943,No. This sentence is false.,Yes. This sentence is true.,The staple food in Iran is maize.Is this sentence true?,0,food and drink,Iran
944,No. This sentence is false.,Yes. This sentence is true.,"In China 30 years ago, the car was the most popular means of transportation in the big cities.Is this sentence true?",0,transportation,China
945,No. This sentence is false.,Yes. This sentence is true.,"In India 30 years ago, the car was the most popular means of transport in the big cities.Is this sentence true?",0,transportation,India
946,No. This sentence is false.,Yes. This sentence is true.,The Iranian usually take a shower in the evenings.Is this sentence true?,0,shower time,Iran
947,No. This sentence is false.,Yes. This sentence is true.,It is common in China to have domestic help.Is this sentence true?,0,servant,China
948,Yes. This sentence is true.,No. This sentence is false.,"In India, year appears after month in the date format.Is this sentence true?",0,date format,India
949,Yes. This sentence is true.,No. This sentence is false.,It is common to see household servants in Kenya.Is this sentence true?,1,servant,Kenya
950,No. This sentence is false.,Yes. This sentence is true.,soccer is India's most popular sport.Is this sentence true?,1,sports,India
951,Yes. This sentence is true.,No. This sentence is false.,In traditional Kenyan weddings the color of the bridal dress is usually red.Is this sentence true?,1,wedding,Kenya
952,Yes. This sentence is true.,No. This sentence is false.,People stick to the left hand side when driving in Kenya.Is this sentence true?,0,keep left/right,Kenya
953,No. This sentence is false.,Yes. This sentence is true.,rice is the United States's staple food.Is this sentence true?,0,food and drink,United States
954,Yes. This sentence is true.,No. This sentence is false.,"In United States, it is common to see people drink hot water.Is this sentence true?",1,food and drink,United States
955,Yes. This sentence is true.,No. This sentence is false.,"When driving in the United States, people stick to the right hand side.Is this sentence true?",0,keep left/right,United States
956,No. This sentence is false.,Yes. This sentence is true.,noodles is the United States's staple food.Is this sentence true?,0,food and drink,United States
957,Yes. This sentence is true.,No. This sentence is false.,The most popular sport in the United States is basketball.Is this sentence true?,0,sports,United States
958,No. This sentence is false.,Yes. This sentence is true.,The main staple food in Kenya is rice.Is this sentence true?,0,food and drink,Kenya
959,Yes. This sentence is true.,No. This sentence is false.,"In Iran, it is rare for people to drink hot water.Is this sentence true?",0,food and drink,Iran
960,No. This sentence is false.,Yes. This sentence is true.,The unit of measuring height is centimeter in China.Is this sentence true?,1,measurement unit,China
961,Yes. This sentence is true.,No. This sentence is false.,The most popular sport in Kenya is badminton.Is this sentence true?,1,sports,Kenya
962,No. This sentence is false.,Yes. This sentence is true.,The driver seat of a car is in the right side in China.Is this sentence true?,0,driver seat,China
963,Yes. This sentence is true.,No. This sentence is false.,The most popular sport in China is tabletennis.Is this sentence true?,0,sports,China
964,Yes. This sentence is true.,No. This sentence is false.,The rising stock price will be represented by color red in China.Is this sentence true?,0,stock price,China
965,No. This sentence is false.,Yes. This sentence is true.,The unit of measuring temperature is Celsius in India.Is this sentence true?,1,measurement unit,India
966,Yes. This sentence is true.,No. This sentence is false.,The unit of measurement for height is inch in the United States.Is this sentence true?,0,measurement unit,United States
967,Yes. This sentence is true.,No. This sentence is false.,At traditional Indian funerals the colour of people's clothing is usually white.Is this sentence true?,0,funeral,India
968,No. This sentence is false.,Yes. This sentence is true.,The most popular sport in India is athletics.Is this sentence true?,0,sports,India
969,Yes. This sentence is true.,No. This sentence is false.,Indian people usually eat food with hand.Is this sentence true?,0,food and drink,India
970,No. This sentence is false.,Yes. This sentence is true.,The dropping stock price will be represented by color green in China.Is this sentence true?,1,stock price,China
971,No. This sentence is false.,Yes. This sentence is true.,The most popular sports in Kenya is badminton.Is this sentence true?,0,sports,Kenya
972,Yes. This sentence is true.,No. This sentence is false.,Iranian people usually shower in the morning.Is this sentence true?,0,shower time,Iran
973,No. This sentence is false.,Yes. This sentence is true.,The unit of height is meter in China.Is this sentence true?,1,measurement unit,China
974,Yes. This sentence is true.,No. This sentence is false.,Most part of United States is in temperate zone.Is this sentence true?,0,climate,United States
975,Yes. This sentence is true.,No. This sentence is false.,"In Kenya, people usually eat food with fork.Is this sentence true?",0,food and drink,Kenya
976,Yes. This sentence is true.,No. This sentence is false.,The most popular sport in Iran is badminton.Is this sentence true?,1,sports,Iran
977,No. This sentence is false.,Yes. This sentence is true.,"In Iran 30 years ago, the bus was the most popular means of transport in the big cities.Is this sentence true?",0,transportation,Iran
978,No. This sentence is false.,Yes. This sentence is true.,At traditional Iranian weddings the color of the wedding dress is usually red.Is this sentence true?,0,wedding,Iran
979,Yes. This sentence is true.,No. This sentence is false.,The month after the year appears in American date format.Is this sentence true?,1,date format,United States
980,Yes. This sentence is true.,No. This sentence is false.,Most of Iran is in tropical zones.Is this sentence true?,1,climate,Iran
981,Yes. This sentence is true.,No. This sentence is false.,In Kenya it is common for customers to tip after a meal.Is this sentence true?,1,payment,Kenya
982,No. This sentence is false.,Yes. This sentence is true.,The unit of height is meter in the United States.Is this sentence true?,0,measurement unit,United States
983,Yes. This sentence is true.,No. This sentence is false.,In Kenya the declining share price is represented by the color red.Is this sentence true?,0,stock price,Kenya
984,No. This sentence is false.,Yes. This sentence is true.,Chinese people usually eat food with knife.Is this sentence true?,0,food and drink,China
985,No. This sentence is false.,Yes. This sentence is true.,People usually drive by sticking to the left hand side in the United States.Is this sentence true?,0,keep left/right,United States
986,No. This sentence is false.,Yes. This sentence is true.,Kenyan people usually shower in the evening.Is this sentence true?,0,shower time,Kenya
987,Yes. This sentence is true.,No. This sentence is false.,"In traditional Kenyan funerals, the color of people’s dressing is usually red.Is this sentence true?",1,funeral,Kenya
988,Yes. This sentence is true.,No. This sentence is false.,"In Kenya, people usually eat food with chopsticks.Is this sentence true?",1,food and drink,Kenya
989,Yes. This sentence is true.,No. This sentence is false.,The falling share price is represented by the color green in Kenya.Is this sentence true?,1,stock price,Kenya
990,Yes. This sentence is true.,No. This sentence is false.,In China the declining share price is represented by the color green.Is this sentence true?,0,stock price,China
991,Yes. This sentence is true.,No. This sentence is false.,The unit of measurement for height is inch in India.Is this sentence true?,0,measurement unit,India
992,No. This sentence is false.,Yes. This sentence is true.,The dropping stock price will be represented by color red in India.Is this sentence true?,1,stock price,India
993,Yes. This sentence is true.,No. This sentence is false.,"In India 30 years ago, the bicycle was the most popular means of transportation in the big cities.Is this sentence true?",1,transportation,India
994,No. This sentence is false.,Yes. This sentence is true.,American people usually eat food with hand.Is this sentence true?,0,food and drink,United States
995,Yes. This sentence is true.,No. This sentence is false.,The unit of measurement of weight in Iran is pound.Is this sentence true?,1,measurement unit,Iran
996,No. This sentence is false.,Yes. This sentence is true.,Iranian usually eat food with fork.Is this sentence true?,1,food and drink,Iran
997,Yes. This sentence is true.,No. This sentence is false.,At traditional Kenyan funerals the color of the clothing is usually green.Is this sentence true?,1,funeral,Kenya
998,Yes. This sentence is true.,No. This sentence is false.,The most popular sport in Iran is cricket.Is this sentence true?,1,sports,Iran
999,No. This sentence is false.,Yes. This sentence is true.,maize is India's staple food.Is this sentence true?,0,food and drink,India
1000,Yes. This sentence is true.,No. This sentence is false.,"In Kenya 30 years ago, the train was the most popular means of transportation in the big cities.Is this sentence true?",1,transportation,Kenya
1001,No. This sentence is false.,Yes. This sentence is true.,The falling share price in Iran will be represented by the color black.Is this sentence true?,0,stock price,Iran
1002,Yes. This sentence is true.,No. This sentence is false.,The month before the year appears in Indian date format.Is this sentence true?,0,date format,India
1003,No. This sentence is false.,Yes. This sentence is true.,"In China, the driver's seat of a car is located on the left.Is this sentence true?",1,driver seat,China
1004,No. This sentence is false.,Yes. This sentence is true.,Most of China is located in tropical areas.Is this sentence true?,0,climate,China
1005,Yes. This sentence is true.,No. This sentence is false.,"In China, month appears before year in the date format.Is this sentence true?",1,date format,China
1006,No. This sentence is false.,Yes. This sentence is true.,"In India, it is rare to see people drink hot water.Is this sentence true?",1,food and drink,India
1007,No. This sentence is false.,Yes. This sentence is true.,"In India, month appears before year in the date format.Is this sentence true?",1,date format,India
1008,Yes. This sentence is true.,No. This sentence is false.,"In China, people usually eat food with chopsticks.Is this sentence true?",0,food and drink,China
1009,Yes. This sentence is true.,No. This sentence is false.,"In United States, month appears after year in the date format.Is this sentence true?",1,date format,United States
1010,No. This sentence is false.,Yes. This sentence is true.,The staple food in India is bread.Is this sentence true?,1,food and drink,India
1011,No. This sentence is false.,Yes. This sentence is true.,"In Iran, it is rare for people to clean the floor with brooms.Is this sentence true?",1,broom usage,Iran
1012,Yes. This sentence is true.,No. This sentence is false.,The unit of measuring height is meter in United States.Is this sentence true?,1,measurement unit,United States
1013,Yes. This sentence is true.,No. This sentence is false.,Indian people usually dry their wet clothes in the sun.Is this sentence true?,0,drying clothes,India
1014,No. This sentence is false.,Yes. This sentence is true.,"Normally when driving in Iran, people stick to the left hand side.Is this sentence true?",0,keep left/right,Iran
1015,Yes. This sentence is true.,No. This sentence is false.,"In China, it is common for customers to pay tips after eating.Is this sentence true?",1,payment,China
1016,No. This sentence is false.,Yes. This sentence is true.,In India the year before the month appears in date format.Is this sentence true?,0,date format,India
1017,No. This sentence is false.,Yes. This sentence is true.,In Kenya it is common for people to use brooms to clean the floor.Is this sentence true?,1,broom usage,Kenya
1018,Yes. This sentence is true.,No. This sentence is false.,The unit of measurement for weight in the United States is pound.Is this sentence true?,0,measurement unit,United States
1019,Yes. This sentence is true.,No. This sentence is false.,"In China, the most popular mode of transportation in big cities 30 years ago was train.Is this sentence true?",1,transportation,China
1020,No. This sentence is false.,Yes. This sentence is true.,The most popular sport in the United States is athletics.Is this sentence true?,0,sports,United States
1021,No. This sentence is false.,Yes. This sentence is true.,In the United States it is rare for adults to live with their parents.Is this sentence true?,1,family,United States
1022,No. This sentence is false.,Yes. This sentence is true.,"In India, it is rare for people to share their food when they eat out.Is this sentence true?",0,food and drink,India
1023,No. This sentence is false.,Yes. This sentence is true.,The falling share price in Iran will be represented by the color white.Is this sentence true?,0,stock price,Iran
1024,Yes. This sentence is true.,No. This sentence is false.,"In India, it is rare for customers to pay tips after eating.Is this sentence true?",0,payment,India
1025,No. This sentence is false.,Yes. This sentence is true.,It is common in Kenya to have domestic help.Is this sentence true?,0,servant,Kenya
1026,Yes. This sentence is true.,No. This sentence is false.,The unit of measurement of weight in Iran is kilogram.Is this sentence true?,0,measurement unit,Iran
1027,Yes. This sentence is true.,No. This sentence is false.,The most popular sports in India is football.Is this sentence true?,1,sports,India
1028,No. This sentence is false.,Yes. This sentence is true.,In traditional Indian weddings the color of the wedding dress is usually red.Is this sentence true?,1,wedding,India
1029,Yes. This sentence is true.,No. This sentence is false.,"In traditional Persian funerals, the color of people’s dressing is usually green.Is this sentence true?",1,funeral,Iran
1030,Yes. This sentence is true.,No. This sentence is false.,Indian usually eat food with fork.Is this sentence true?,1,food and drink,India
1031,No. This sentence is false.,Yes. This sentence is true.,The increasing share price is represented by the color green in India.Is this sentence true?,1,stock price,India
1032,No. This sentence is false.,Yes. This sentence is true.,"In the United States, it is common for adults to live together with their parents.Is this sentence true?",0,family,United States
1033,Yes. This sentence is true.,No. This sentence is false.,The dropping stock price will be represented by color red in United States.Is this sentence true?,0,stock price,United States
1034,Yes. This sentence is true.,No. This sentence is false.,"In the United States 30 years ago, the car was the most popular means of transport in the big cities.Is this sentence true?",0,transportation,United States
1035,No. This sentence is false.,Yes. This sentence is true.,"In traditional Chinese funerals, the color of people’s dressing is usually black.Is this sentence true?",0,funeral,China
1036,No. This sentence is false.,Yes. This sentence is true.,"In China, it is common for people to clean the floor with brooms.Is this sentence true?",1,broom usage,China
1037,No. This sentence is false.,Yes. This sentence is true.,It is rare in the United States for adults to live with their parents.Is this sentence true?,1,family,United States
1038,Yes. This sentence is true.,No. This sentence is false.,The falling share price is represented by the color green in Iran.Is this sentence true?,1,stock price,Iran
1039,Yes. This sentence is true.,No. This sentence is false.,"In China 30 years ago, the bus was the most popular means of transportation in major cities.Is this sentence true?",1,transportation,China
1040,No. This sentence is false.,Yes. This sentence is true.,Iran's most popular sport is cricket.Is this sentence true?,0,sports,Iran
1041,Yes. This sentence is true.,No. This sentence is false.,In India it is rare for people to use brooms to clean the floor.Is this sentence true?,1,broom usage,India
1042,No. This sentence is false.,Yes. This sentence is true.,Kenyan people normally shower in the evening.Is this sentence true?,0,shower time,Kenya
1043,No. This sentence is false.,Yes. This sentence is true.,American people usually eat food with spoon.Is this sentence true?,0,food and drink,United States
1044,No. This sentence is false.,Yes. This sentence is true.,The Chinese people dry their wet clothes in the machines.Is this sentence true?,0,drying clothes,China
1045,No. This sentence is false.,Yes. This sentence is true.,Domestic servants are common in the United States.Is this sentence true?,0,servant,United States
1046,No. This sentence is false.,Yes. This sentence is true.,Indian people usually dry their wet clothes in the machines.Is this sentence true?,0,drying clothes,India
1047,Yes. This sentence is true.,No. This sentence is false.,The most popular sport in Kenya is athletics.Is this sentence true?,0,sports,Kenya
1048,Yes. This sentence is true.,No. This sentence is false.,"In the United States, it is rare for adults to stay with their parents.Is this sentence true?",0,family,United States
1049,No. This sentence is false.,Yes. This sentence is true.,football is India's most popular sport.Is this sentence true?,0,sports,India
1050,No. This sentence is false.,Yes. This sentence is true.,The rising stock price will be represented by color black in India.Is this sentence true?,0,stock price,India
1051,No. This sentence is false.,Yes. This sentence is true.,Chinese people dry their wet cloths in the sun.Is this sentence true?,1,drying clothes,China
1052,No. This sentence is false.,Yes. This sentence is true.,"In Iran, it is rare that customers will pay tips after the meal.Is this sentence true?",1,payment,Iran
1053,Yes. This sentence is true.,No. This sentence is false.,The unit of measuring height is meter in Iran.Is this sentence true?,0,measurement unit,Iran
1054,Yes. This sentence is true.,No. This sentence is false.,The unit of measuring height is meter in India.Is this sentence true?,0,measurement unit,India
1055,Yes. This sentence is true.,No. This sentence is false.,The unit of height is inch in the United States.Is this sentence true?,0,measurement unit,United States
1056,No. This sentence is false.,Yes. This sentence is true.,The unit of measurement for weight in China is pound.Is this sentence true?,0,measurement unit,China
1057,No. This sentence is false.,Yes. This sentence is true.,The Chinese normally eat food with knife.Is this sentence true?,0,food and drink,China
1058,Yes. This sentence is true.,No. This sentence is false.,American usually eat food with hand.Is this sentence true?,1,food and drink,United States
1059,No. This sentence is false.,Yes. This sentence is true.,At traditional Chinese funerals the colour of people's clothing is usually black.Is this sentence true?,0,funeral,China
1060,No. This sentence is false.,Yes. This sentence is true.,The staple food in the United States is noodles.Is this sentence true?,0,food and drink,United States
1061,No. This sentence is false.,Yes. This sentence is true.,The most popular sport in the United States is volleyball.Is this sentence true?,0,sports,United States
1062,Yes. This sentence is true.,No. This sentence is false.,"In China, it is common to see people drink hot water.Is this sentence true?",0,food and drink,China
1063,Yes. This sentence is true.,No. This sentence is false.,The increasing share price is represented by the color white in Kenya.Is this sentence true?,1,stock price,Kenya
1064,Yes. This sentence is true.,No. This sentence is false.,"In Iran, it is common that adults live with their parents.Is this sentence true?",1,family,Iran
1065,Yes. This sentence is true.,No. This sentence is false.,The falling share price is represented in Iran by the color white.Is this sentence true?,1,stock price,Iran
1066,Yes. This sentence is true.,No. This sentence is false.,The driver seat of a car is in the left side in Kenya.Is this sentence true?,1,driver seat,Kenya
1067,Yes. This sentence is true.,No. This sentence is false.,The most popular sport in the United States is cricket.Is this sentence true?,1,sports,United States
1068,Yes. This sentence is true.,No. This sentence is false.,The main staple food in China is noodles.Is this sentence true?,0,food and drink,China
1069,No. This sentence is false.,Yes. This sentence is true.,In the United States it is common for adults to live with their parents.Is this sentence true?,0,family,United States
1070,Yes. This sentence is true.,No. This sentence is false.,The Iranian normally eat food with hand.Is this sentence true?,1,food and drink,Iran
1071,Yes. This sentence is true.,No. This sentence is false.,In Iran it is rare for people to share food when they go out.Is this sentence true?,0,food and drink,Iran
1072,No. This sentence is false.,Yes. This sentence is true.,In Iran the declining share price is represented by the color black.Is this sentence true?,0,stock price,Iran
1073,No. This sentence is false.,Yes. This sentence is true.,"In United States, weddings usually last for more than one day.Is this sentence true?",0,wedding,United States
1074,No. This sentence is false.,Yes. This sentence is true.,The staple food in China is bread.Is this sentence true?,0,food and drink,China
1075,No. This sentence is false.,Yes. This sentence is true.,"In India, the rising share price will be represented by the color green.Is this sentence true?",1,stock price,India
1076,Yes. This sentence is true.,No. This sentence is false.,"In China, it is rare for adults to live together with their parents.Is this sentence true?",1,family,China
1077,No. This sentence is false.,Yes. This sentence is true.,The American usually take a shower in the mornings.Is this sentence true?,1,shower time,United States
1078,Yes. This sentence is true.,No. This sentence is false.,"In Kenya, it is common for people to drink hot water.Is this sentence true?",1,food and drink,Kenya
1079,No. This sentence is false.,Yes. This sentence is true.,The dropping stock price will be represented by color red in Kenya.Is this sentence true?,1,stock price,Kenya
1080,No. This sentence is false.,Yes. This sentence is true.,It is common in Iran to have domestic help.Is this sentence true?,0,servant,Iran
1081,Yes. This sentence is true.,No. This sentence is false.,Iranian people dry their wet cloths in the machines.Is this sentence true?,1,drying clothes,Iran
1082,Yes. This sentence is true.,No. This sentence is false.,In China the month before the year appears in date format.Is this sentence true?,1,date format,China
1083,No. This sentence is false.,Yes. This sentence is true.,"In Iran, it is common for adults to live together with their parents.Is this sentence true?",0,family,Iran
1084,Yes. This sentence is true.,No. This sentence is false.,The staple food in China is vegetable.Is this sentence true?,1,food and drink,China
1085,Yes. This sentence is true.,No. This sentence is false.,In China it is common for customers to tip after eating.Is this sentence true?,1,payment,China
1086,No. This sentence is false.,Yes. This sentence is true.,The unit of measuring height is inch in China.Is this sentence true?,0,measurement unit,China
1087,Yes. This sentence is true.,No. This sentence is false.,The unit of measuring height is feet in United States.Is this sentence true?,0,measurement unit,United States
1088,Yes. This sentence is true.,No. This sentence is false.,"In Kenya, it is common for people to share their food when they go to eat.Is this sentence true?",1,food and drink,Kenya
1089,Yes. This sentence is true.,No. This sentence is false.,Chinese people usually take shower in the evening.Is this sentence true?,0,shower time,China
1090,Yes. This sentence is true.,No. This sentence is false.,The driver's seat of a car is located on the right in the United States.Is this sentence true?,1,driver seat,United States
1091,Yes. This sentence is true.,No. This sentence is false.,The rising stock price will be represented by color black in United States.Is this sentence true?,1,stock price,United States
1092,Yes. This sentence is true.,No. This sentence is false.,Most part of China is in temperate zone.Is this sentence true?,0,climate,China
1093,No. This sentence is false.,Yes. This sentence is true.,"In Iran, it is rare for people to share their food when they go to eat.Is this sentence true?",1,food and drink,Iran
1094,No. This sentence is false.,Yes. This sentence is true.,"In Kenya, it is rare for people to drink hot water.Is this sentence true?",1,food and drink,Kenya
1095,No. This sentence is false.,Yes. This sentence is true.,At traditional American funerals the color of clothing is usually white.Is this sentence true?,0,funeral,United States
1096,No. This sentence is false.,Yes. This sentence is true.,The Kenyan usually eat food with spoon.Is this sentence true?,1,food and drink,Kenya
1097,No. This sentence is false.,Yes. This sentence is true.,"In United States, it is rare that customers will pay tips after the meal.Is this sentence true?",0,payment,United States
1098,No. This sentence is false.,Yes. This sentence is true.,The increasing share price is represented by the color white in the United States.Is this sentence true?,0,stock price,United States
1099,No. This sentence is false.,Yes. This sentence is true.,In Iran wedding ceremony usually lasts more than a day.Is this sentence true?,0,wedding,Iran
1100,Yes. This sentence is true.,No. This sentence is false.,The Indian normally eat food with hand.Is this sentence true?,0,food and drink,India
1101,Yes. This sentence is true.,No. This sentence is false.,Most of Iran lies in a temperate zone.Is this sentence true?,0,climate,Iran
1102,Yes. This sentence is true.,No. This sentence is false.,Chinese people usually eat food with spoon.Is this sentence true?,1,food and drink,China
1103,Yes. This sentence is true.,No. This sentence is false.,Chinese people usually eat food with hand.Is this sentence true?,1,food and drink,China
1104,No. This sentence is false.,Yes. This sentence is true.,China's most popular sport is soccer.Is this sentence true?,0,sports,China
1105,Yes. This sentence is true.,No. This sentence is false.,The staple food in India is maize.Is this sentence true?,1,food and drink,India
1106,Yes. This sentence is true.,No. This sentence is false.,"Normally, Chinese dry their wet cloths in the sun.Is this sentence true?",0,drying clothes,China
1107,No. This sentence is false.,Yes. This sentence is true.,In Iran it is rare for people to use brooms to clean the floor.Is this sentence true?,1,broom usage,Iran
1108,Yes. This sentence is true.,No. This sentence is false.,In Iran it is rare for customers to pay tips after a meal.Is this sentence true?,0,payment,Iran
1109,Yes. This sentence is true.,No. This sentence is false.,soccer is Iran's most popular sport.Is this sentence true?,0,sports,Iran
1110,No. This sentence is false.,Yes. This sentence is true.,People usually drive by sticking to the left hand side in Kenya.Is this sentence true?,1,keep left/right,Kenya
1111,Yes. This sentence is true.,No. This sentence is false.,It is common in China for adults to live with their parents.Is this sentence true?,0,family,China
1112,No. This sentence is false.,Yes. This sentence is true.,The main food in the United States is vegetable.Is this sentence true?,0,food and drink,United States
1113,Yes. This sentence is true.,No. This sentence is false.,The falling share price is represented in the United States by the color black.Is this sentence true?,1,stock price,United States
1114,No. This sentence is false.,Yes. This sentence is true.,At traditional Kenyan funerals the color of clothing is usually red.Is this sentence true?,0,funeral,Kenya
1115,No. This sentence is false.,Yes. This sentence is true.,"In the United States 30 years ago, the bicycle was the most popular means of transportation in the big cities.Is this sentence true?",0,transportation,United States
1116,Yes. This sentence is true.,No. This sentence is false.,The Iranian normally eat food with fork.Is this sentence true?,0,food and drink,Iran
1117,Yes. This sentence is true.,No. This sentence is false.,The main staple food in the United States is maize.Is this sentence true?,1,food and drink,United States
1118,Yes. This sentence is true.,No. This sentence is false.,In the United States it is rare for people to share food when they go out.Is this sentence true?,0,food and drink,United States
1119,Yes. This sentence is true.,No. This sentence is false.,The main food in Iran is noodles.Is this sentence true?,1,food and drink,Iran
1120,Yes. This sentence is true.,No. This sentence is false.,"In China 30 years ago, the bicycle was the most popular means of transportation in the big cities.Is this sentence true?",0,transportation,China
1121,No. This sentence is false.,Yes. This sentence is true.,Kenya's most popular sport is soccer.Is this sentence true?,1,sports,Kenya
1122,Yes. This sentence is true.,No. This sentence is false.,The most popular sports in Iran is baseball.Is this sentence true?,1,sports,Iran
1123,No. This sentence is false.,Yes. This sentence is true.,It is rare to have household servants in Iran. Is this sentence true?,1,servant,Iran
1124,No. This sentence is false.,Yes. This sentence is true.,In China it is rare for customers to tip after a meal.Is this sentence true?,1,payment,China
1125,No. This sentence is false.,Yes. This sentence is true.,The rising stock price will be represented by color green in Kenya.Is this sentence true?,1,stock price,Kenya
1126,No. This sentence is false.,Yes. This sentence is true.,"In Kenya 30 years ago, the car was the most popular means of transportation in the big cities.Is this sentence true?",1,transportation,Kenya
1127,No. This sentence is false.,Yes. This sentence is true.,The year after the month appears in Chinese date format.Is this sentence true?,0,date format,China
1128,No. This sentence is false.,Yes. This sentence is true.,It is common in Kenya for adults to live with their parents.Is this sentence true?,0,family,Kenya
1129,Yes. This sentence is true.,No. This sentence is false.,Most of Iran is located in tropical areas.Is this sentence true?,1,climate,Iran
1130,Yes. This sentence is true.,No. This sentence is false.,The rising share price is represented in Kenya by the color black.Is this sentence true?,1,stock price,Kenya
1131,No. This sentence is false.,Yes. This sentence is true.,The staple food in China is rice.Is this sentence true?,1,food and drink,China
1132,No. This sentence is false.,Yes. This sentence is true.,It is common to have household servants in Kenya. Is this sentence true?,0,servant,Kenya
1133,No. This sentence is false.,Yes. This sentence is true.,The unit of measuring height is centimeter in United States.Is this sentence true?,0,measurement unit,United States
1134,Yes. This sentence is true.,No. This sentence is false.,The unit of height in Kenya is inch.Is this sentence true?,0,measurement unit,Kenya
1135,No. This sentence is false.,Yes. This sentence is true.,The Iranian dry their wet cloths in the machines.Is this sentence true?,0,drying clothes,Iran
1136,Yes. This sentence is true.,No. This sentence is false.,The rising share price will be represented in Iran by the color red.Is this sentence true?,1,stock price,Iran
1137,Yes. This sentence is true.,No. This sentence is false.,Most part of India is in temperate zone.Is this sentence true?,1,climate,India
1138,No. This sentence is false.,Yes. This sentence is true.,People stick to the right hand side when driving in India.Is this sentence true?,0,keep left/right,India
1139,Yes. This sentence is true.,No. This sentence is false.,The unit of measurement for weight in Iran is pound.Is this sentence true?,1,measurement unit,Iran
1140,Yes. This sentence is true.,No. This sentence is false.,"Normally, Iranian dry their wet cloths in the machines.Is this sentence true?",1,drying clothes,Iran
1141,Yes. This sentence is true.,No. This sentence is false.,The falling share price is represented by the color black in China.Is this sentence true?,1,stock price,China
1142,No. This sentence is false.,Yes. This sentence is true.,The driver's seat of a car is located on the right in Kenya.Is this sentence true?,1,driver seat,Kenya
1143,Yes. This sentence is true.,No. This sentence is false.,The measuring unit for the temperature is Fahrenheit in China.Is this sentence true?,1,measurement unit,China
1144,No. This sentence is false.,Yes. This sentence is true.,"When driving in India, people stick to the right hand side.Is this sentence true?",0,keep left/right,India
